article,rating
"Indonesian police posing as wildlife buyers have arrested a suspected trafficker for selling protected eagles on Facebook, an official said Wednesday. Acting on a tip-off, authorities in Indonesia's second-largest city of Surabaya swooped on the man's home on Monday, where they discovered 14 eagles in cages and cardboard boxes, provincial police force spokesman Argo Yuwono told AFP. Among the various species were white-bellied sea eagles and spotted kestrels, as well as five baby eaglets, Yuwono said. ""Before arresting him, we went undercover and acted as buyers to confirm he was selling the birds on Facebook,"" he said. ""Eagles are protected animals in Indonesia. Selling these birds is illegal and a serious crime."" It's the first known case in Indonesia of wildlife being sold through the popular social networking site, the spokesman said. Police claim the man had been running his online operation for six months, selling eaglets for 750,000 rupiah (US$56) and fully grown birds for up to five million rupiah each. Yuwono said four of the eaglets had since died from illness, but the other birds had been sent to Indonesia's natural resources conservation office, which deals with wildlife-trafficking cases. If found guilty of possessing and selling the protected animals, the trafficker could face five years prison and 100 million rupiah in fines. Indonesian police in May arrested a suspected wildlife smuggler after discovering nearly two dozen live birds, mostly yellow-crested cockatoos, jammed alive inside plastic water bottles in his luggage.",2
"Former Nazi SS officer Oskar Groening, known as the Bookkeeper of Auschwitz, was sentenced earlier this month to four years in prison on 300,000 counts of being an accessory to murder during World War II. The three-months trial revealed many horrific stories from Auschwitz, Nazi¡¦s most infamous death camp, but most of the victims who took the stand claimed that they do not remember seeing Groening at the camp. The court nonetheless found the 94 year-old guilty for his essential role at the concentration camp. During the trial, Groening admitted to his service at the camp and expressed guilt for his crimes, but denied any direct involvement in the killings. Judge Franz Kompisch ruled that Groening was ¡§legally connected¡¨ to 300,000 cases of Hungarian Jews sent to gas chambers from May to July of 1944. Judge Kompisch went on to say that Groening had voluntarily taken up a ¡§safe desk job¡¨ designed purely for killing prisoners, a system that was ¡§inhumane and all but unbearable for the human psyche.¡¨ His main responsibility in Auschwitz was to sort and count the money taken from the prisoners and then deposit it at the Nazi base camp in Berlin. The court proceedings convened almost
daily between April and June. Each session lasted three hours, after which Groening was taken back to the hospital. Due to his physical ailments, Groening had to be carried in and out of the courtroom. Groening¡¦s lawyers have announced that they fully intend to appeal the decision, hoping that Groening would never have to go behind bars. President of the European Jewish Congress Dr. Moshe Kantor said that he welcomed the ¡§verdict and the historic significance of the trial of Oskar Groening, and the opportunity it provides for educating a generation that is all too distant from the horrors of the Holocaust.¡¨ ¡§Although more than 70 years have passed since the liberation of the Nazi death camps,¡¨ Kantor continued, ¡§this trial reminds us that there is no statute of limitations for those responsible for Nazi horrors and of the real and present danger of intolerance and demonstrates the constant need to guard against anti-Semitism, racism and hate.¡¨ Among the co-plaintiffs were more than a dozen Holocaust survivors and relatives, who welcomed the verdict, calling it a ¡§very late step toward justice.¡¨ As the proceedings concluded with the defense calling for an acquittal, Groening seized a last opportunity to address the judge. Begging for mercy, he stated he was ¡§very sorry¡¨ for his time stationed at the Nazi death camp, adding that ¡§No one should have taken part in Auschwitz.¡¨ Groening testified that the crimes he witnessed at the camp were so horrific that he asked three times to be transferred before he was finally moved to the front battle lines in October 1944. In earlier interviews, Groening said he witnessed SS officers toying with a baby left at a station platform, ultimately kicking the baby to death. He said that he was only there to watch over the valuables confiscated and did not take part in the decision of who to send into the gas chambers. Prosecutors argued that by doing this, Groening helped maintain order at the camp, and thus created a smoother operation at Auschwitz. Defense attorneys Hans Holtermann argued that there was no proof that Groening ¡§aided and abetted a crime.¡¨ ¡§Mr. Groening was never an accessory to the Holocaust,¡¨ Hotlermann said, ¡§neither with his presence at the camp nor by transferring and counting money nor with any other actions, at least not in any legal sense.¡¨ The defense team pled for clemency on grounds of Groening¡¦s poor health and his willingness to testify in detail regarding the atrocities committed at Auschwitz, something many defendants of Holocaust war crimes had refused to do. In the 1970s, after extensive criminal probes, German authorities had cleared Groening of criminal wrongdoing during his time at the concentration camp. This changed in 2011 when the trial of concentration camp guard John Demjanjuk reopened the legal foundation for prosecuting ex-Nazis. Demjanjuk was convicted solely on the reason of having worked at the Sobibor camp in Poland. Kurt Schrimm, a leading prosecutor of Nazi era criminals, said that cases against Nazi participants will continue. Between 1940 and 1945, an approximate 1.1 million European Jews died in the Auschwitz camp before it was liberated by the Soviet army.

",2
"The 25 year-old singer, who gained global popularity with her catchy tunes and glamorous style, unintentionally committed a political taboo in China with her upcoming ¡§T.S. 1989¡¨ tour, which shares the same initial and year as the Tienanmen Square student-led protests that resulted in hundreds of deaths during a military crack down. In preparation for her upcoming China tour in November, Taylor Swift¡¦s management company will begin selling official merchandise on Jing Dong (JD.com) on August 8th. The online shop features her signature red pouty lips counting down the hours, minutes and seconds to the opening day. Named after Taylor Swift¡¦s initials and year of birth, the tour, however, may be headed for choppy waters. The Chinese government has a consistent track record of prohibiting public discourse on the Tienanmen Square event, banning it from mass media and censoring it from online search results. In 2008, Icelandic singer Bjork was censured after she sang ¡§Free Tibet¡¨ in her Shanghai concert. More recently, Chinese officials denied entry for Maroon 5 when the band¡¦s keyboard player wished the Dalai Lama a happy birthday on Twitter. The band¡¦s Beijing and Shanghai concerts in September have subsequently been canceled. Chinese officials have not yet denied Swift¡¦s entry or restricted the sale of her merchandise. Regardless of the final outcome of her tour, underground support for Swift has already surfaced. On Taobao, China¡¦s largest online retail outlet, several sellers have started selling unlicensed t-shirts with the number ¡§1989¡¨ and a small ¡§TS¡¨.
",2
"In early July, voters in North Korea, officially called Democratic People¡¦s Republic of Korea, headed to the polls to vote for their representatives on the local city level and the national People¡¦s Assemblies. Unique to North Korea was the lack of choice. The ballot consisted of the candidates that Supreme Leader Kim Jong Un had previously selected, and all the voter could do was show up and hand in an unmarked ticket. One of the purposes of the exercise was to demonstrate the citizens¡¦ support for their leader¡¦s choice. Elections also serve as a census to keep track of the citizens¡¦ whereabouts. Almost 100% of voters showed up to voice their support because North Koreans over the age of 17 are required by law to vote. Former North Korean banking official Kim Kwang-Jin, who defected to Seoul in 2003, explained that to not show up was ¡§regarded as a political offence, so it was taken more seriously than economic crimes. It meant that politically, someone was against the regime.¡¨ The North Korean election day is a public holiday and after the voting process local residential communities will hold dances to demonstrate how happy they are to exercise their democratic rights. Participation is required. Elected officials serve four-year terms but wield limited power. Representatives rarely meet to discuss policy. Their role is to represent their electorate in validating Kim Jong Un¡¦s decisions. Still, international observers monitor these elections for patterns that may reveal changes in Kim Jong Un¡¦s policies. The temperamental, 32 year-old leader has been on a rampage of demoting, purging and even executing staffs who served under his late father. Many consider this as Kim Jong Un¡¦s struggle to consolidate power among discontent officials.",2
"Britain performed an about-face last Friday and granted a six-month visa to dissident Chinese artist Ai Weiwei, apologizing for rejecting his application over an alleged criminal conviction. On July 30, Ai, through his social media account Instagram, disclosed that the British embassy in Beijing had turned down his request for a business visa saying he had failed to reveal a criminal conviction. Instead it gave him a visa covering 20 days in September when a major exhibition of Ai's work will open at London's Royal Academy. Those dates meant Ai's visa would have run out by the time Chinese President Xi Jinping is scheduled to pays a state visit to Britain in October. Sophie Richardson, China director of Human Rights Watch, saw a political motive in the visa spat. She said the British government had shown ""extreme deference"" to a Chinese government ""notorious for persecuting people for their peacefully expressed political views."" Ai, who often uses his work to draw attention to corruption and injustices in Chinese society, was jailed for almost three months in 2011 amid a wider crackdown on dissent in China. Soon after his release, tax authorities accused Ai's design company of tax evasion and ordered it to pay US$2.4 million. Ai's lawyer said that was an administrative case, not a criminal one. The artist and his supporters called the penalty official retaliation against his activism. Britain's Home Office said Friday that Home Secretary Theresa May had looked into the case and told officials to grant the six-month visa. The ministry said it had written to Ai ""apologizing for the inconvenience caused."" After his release from prison in 2011 Ai was placed under a travel ban that was only fully lifted when his passport was returned last week. On July 30 he flew to Germany, where members of his family live.
",2
"The San Francisco city government is giving people who urinate in public a taste of their own medicine by coating building walls with paint that causes urine to bounce back onto the perpetrator. The paint, called Ultra-Ever Dry and sold by Ultratech International, contains super-hydrophobic properties and already protects the night club district in Hamburg, Germany against beer drinkers. Urine will splash a bit on traditional walls, but Ultra-Ever provides an extra kick to the splash-back effect. San Francisco Public Works Department spokeswoman Rachel Gordon said ¡§the urine will bounce back on the guy¡¦s pants and shoes. The idea is they will think twice next time about urinating in public."" In the initial rollout, the city painted nine walls around bars and placed trilingual, English, Chinese, and Spanish signs that say ¡§Hold it! Seek relief in an appropriate place!"" After just one week of this campaign, citizens of San Francisco are clamoring for more. ""We've gotten many, many calls from people who wanted it done in their alley or on their buildings,"" Gordon said. ""Some people are saying it's just a gimmick, but other people hope it will combat some of the smelly areas of San Francisco that have been saturated with urine."" The city often gets requests to steam clean streets saturated in urine. If this paint offers a solution, then it will bring down the cost of a keeping the city stench-free. To complement this effort, San Francisco is also adding more public toilets.",2
"Sometimes being friendly and flashing a big smile is just not enough The Canadian talking and tweeting hitchhiking robot met its untimely end on August 1 in Philadelphia, where it was vandalized beyond repair and left on the side of a street. HitchBOT was on a hitchhiking, social experiment adventure in the U.S. after trekking across Canada and parts of Europe without incident last year. Strangers helped the immobile HitchBOT travel from place to place while checking items off its bucket list. The solar panel-powered robot was designed to traverse continents on the kindness of strangers and could toss out factoids and carry on limited conversation. It was equipped with a GPS tracker and a camera to chronicle its journey and was programmed to snap a photo of what was going on around it every 20 minutes. The child-sized droid started its U.S. journey on a road in Massachusetts on July 17, its rubber-gloved thumb raised skyward, a strip of tape across its body reading ¡§San Francisco or bust!¡¨ During its short-lived U.S. trip, the HitchBOT attended a Red Sox game ¡X even donning a jersey over its cylindrical torso ¡X and took a ride on the New York City subway. Co-creators Frauke Zeller and David Smith said the HitchBOT even had some good times in Philadelphia, attending an extended family picnic at a park and being taken in by a well-known You Tube user who set the robot up for its next ride. But it was then that the innocent HitchBOT met its demise. The creators were sent a photo of the vandalized robot collapsed among trash and dead leaves on the pavement in Philadelphia, its pool noodle arms ripped from its torso, its plastic cake saver skull and robot brain nowhere in sight. They decided not to share that image because it could be upsetting to some viewers. To some crime experts, the tale of HitchBOT is a parable about American violence. Jeff Ferrell, a professor of sociology at Texas Christian University, wasn¡¦t surprised by the robot¡¦s demise. ¡§Culturally, there¡¦s sort of a meanness in the American soul that isn¡¦t present in Canada and other places, so in some ways I found it too typical,¡¨ Ferrell said. Researchers struggle to define what explains the differences between countries. Factors blamed for violence are present in both the U.S. and Canada, but the U.S. has a higher rate of violent crime, experts said. ¡§There¡¦s certainly a different kind of culture in parts of the United States, and violence is kind of an expression of that culture, which you don¡¦t find in Canada,¡¨ said Richard R. Bennett, professor of justice at American University. Zeller said many people have reached out with offers to rebuild the droid, and her team will make a decision on whether to bring the robot back to life in the coming days. Since word got out, thousands of supporters have taken to social media to express their sadness and outrage: ¡§I am incensed. I hope the perpetrators are found and punished. Long live the good memories. Hope to see you reincarnated soon!¡¨ wrote one Twitter user. ¡§If I could drive, I would have personally helped you across the USA and kept you safe,¡¨ wrote another. The creators don¡¦t know who destroyed the HitchBOT and are not interested in investigating the incident or pressing charges. For now, they are focusing on the question, ¡§What can be learned from this?¡¨ ¡§We¡¦ve always asked, in the context of this project: ¡¥Can robots trust humans?'¡¨ Smith said. ¡§We would say at this point, mostly.¡¨",2
"On Aug 14th, huge, fiery blasts at a warehouse for hazardous chemicals killed at least 50 people and turned nearby buildings into skeletal shells in the mainland Chinese port of Tianjin, raising questions about whether the materials had been properly stored. Hundreds of people were injured in the explosions shortly before midnight, which sent out massive fireballs that turned the night sky into day and shattered windows several kilometers away. Twelve of the dead were from among the more than 1,000 firefighters sent to the mostly industrial zone to fight the ensuing blaze. ""I thought it was an earthquake, so I rushed downstairs without my shoes on,"" said Tianjin resident Zhang Siyu, whose home is several kilometers from the blast site. ""Only once I was outside did I realize it was an explosion. There was the huge fireball in the sky with thick clouds. Everybody could see it."" Zhang said she could see wounded people weeping. She said she did not see anyone who had been killed, but ""I could feel death."" The municipal government in Tianjin, a key port and petrochemical processing hub about 120 kilometers east of Beijing, said 701 people were injured, including 71 in serious condition. It gave no figure for the missing. There was no indication of what caused the blasts, and no immediate sign of any toxic cloud in the air as firefighters brought the fire largely under control by morning. However, the Tianjin government suspended further firefighting to allow a team of chemical experts to survey hazardous materials at the site, assess dangers to the environment and decide how best to proceed.
Mainland Chinese state media said senior management of the company had been detained, and that leader Xi Jinping demanded severe punishment for anyone found responsible for the explosions. ""It was like what we were told a nuclear bomb would be like,"" said truck driver Zhao Zhencheng, who spent the night in the cab of his truck after the blasts. ""I've never even thought I'd see such a thing. It was terrifying, but also beautiful."" In a sign of sensitivity over the hazardous materials stored at the warehouse, state broadcaster CCTV went into a live broadcast of a news conference in Tianjin when the head of the municipality's Environmental Protection Bureau chief, Wen Wurui, was speaking. He said there had been no apparent impact on air monitoring stations, but that water samples were still being examined. However, when a reporter asked him whether the chemicals at the warehouse had been stored far enough away from residences in the area and Wen seemed at a loss for a response, the broadcaster suddenly cut away from the news conference, only to return to it again later.
Authorities said the blasts started at shipping containers at the warehouse owned by Ruihai Logistics, a company that says it stores hazardous materials including flammable petrochemicals, sodium cyanide and toluene diisocyanate.
The initial blast apparently triggered an even bigger one. Mainland China's National Earthquake Bureau said the first blast was the equivalent of 3 tons of TNT, and the second 21 tons. The enormous fireballs from the blasts rolled through a nearby parking lot, turning a fleet of 1,000 new cars into scorched metal husks. As is customary during disasters, mainland Chinese authorities tried to keep a tight control over information. Police kept journalists and bystanders away with a cordon about 1 or 2 kilometers (about a mile) from the site. On China's popular microblogging platform of Weibo, some users complained that their posts about the blasts were deleted, and the number of searchable posts on the disaster fluctuated, in a sign that authorities were manipulating or placing limits on the number of posts. The Tianjin government said that because of the blasts it had suspended online access to public corporate records. These records might be used to trace the ownership of Ruihai. It was not clear whether the blackout was due to technical damage related to the explosion. No one answered the phone at the Tianjin Market and Quality Supervision Administration or the Tianjin Administration for Industry and
Commerce on the next day. Ruihai Logistics said on its website ¡X before it was shut down ¡X that it was established in 2011 and is an approved company for handling hazardous materials. It said it handles 1 million tons of cargo annually.


",2
"Diver William Bartlett had just started exploring a 300-year-old shipwreck with a metal detector late last month in the waters off Florida's Atlantic Coast when he found his first Spanish gold coin. Then one coin became two and two became so many he had to stuff them into his diving glove. When he resurfaced, ""every fingertip was stacked with gold coins, and we knew then we were into something super special,"" said the captain of his boat, Jonah Martinez. Over the next two days, Martinez, Bartlett and another treasure hunter, Dan Beckingham, found 350 coins worth $4.5 million, the most valuable find from the 1715 shipwreck site in recent decades. Eleven treasure-laden ships that made up the 1715 Fleet were heading to Spain from Havana on July 31, 1715, when they encountered a hurricane off Florida's central coast. The winds and waves smashed the ships onto reefs, claiming as many as 1,000 lives in one of colonial Spain's biggest maritime disasters off Florida. Now it's turning out to be a treasure trove. In June, a family of treasurer hunters found $1 million in gold coins in an area south of the latest discovery. The latest group of treasure hunters to find millions of dollars in gold coins from the 1715 Fleet shipwrecks said they believe ""magic"" has played a role in the discoveries this summer, coming on the 300th anniversary of the sinking of Spanish colonial galleons. ""We all enjoy doing this and we all know the odds are that we will find nothing,"" Martinez said. ""To be able to go and do that, and then succeed in something like that, is more than any treasure."" They expect more discoveries to come, with $400 million in coins still undiscovered in a coastal area stretching from Melbourne to Fort Pierce, known as Florida's Treasure Coast. ""Five years ago, before I got into this business, I would have told you that magic is in fairy tales,"" said Brent Brisben, whose salvage company, Queens Jewels, owns rights to the 1715 Fleet shipwreck site. ""I truly now believe that there is an energy that pervades these shipwrecks, that I can't quantify. I truly believe that these shipwrecks wanted their story to continue, that this magically happened on this anniversary because this story still needs to be told and it's currently unfolding."" Anywhere from a dozen to two dozen subcontractors sign up with Brisben's company to search the shipwreck site each summer. The subcontractors are responsible for their boats, crew and other expenses which can tally up to $50,000 each summer. Brisben's company purchased the salvage rights to the shipwreck five years ago from the family of treasure hunter Mel Fisher, who won a lengthy court battle in the 1980s for the rights to the shipwrecks. During the legal battle, the Spanish government never asserted an interest on the lost treasure and so it has no claim on it. The state of Florida did assert a claim, and it's entitled to 20 percent of found artifacts for display in a museum in Tallahassee. The remaining discoveries are split between Brisben's company and whoever finds the treasure after a federal judge in Miami signs off on it For any treasure found washed up on land, ""it's finders, keepers,"" Brisben said.",2
"Egypt's Antiquities Ministry announced that it is inviting an Egyptologist behind a theory that the tomb of Queen Nefertiti may be located behind King Tutankhamun's 3,300-year-old tomb in the famed Valley of the Kings. British-educated expert Nicholas Reeves has been invited to Cairo in September to debate his theory with Egyptian colleagues. The theory by Reeves, while gaining a lot of attention online recently, has yet to be reviewed by peers. However, it could offer a compelling new theory into a turbulent period of ancient Egyptian history that fascinates both experts and hobbyists around the world.
The ministry said Reeves will have the opportunity to discuss his theory with Egyptian experts in September. A joint expedition to Luxor, where the King Tut's tomb is located, could be on the agenda, the ministry said. Reeves argues that Tut, who died at the age of 19, may have been rushed into an outer chamber of what was originally the tomb of Nefertiti, which has never been found. He claims high-resolution images of King Tut's tomb include lines underneath
plastered surfaces of painted walls, showing there could be two unexplored doorways, one of which leading potentially to Nefertiti's tomb. He also argues that the design of King Tut's tomb suggests it was built for a queen, rather than a king. Aidan Dodson, an Egyptologist at the University of Bristol, is skeptical of parts of Reeves' theory. ""The possibility that there are hidden chambers behind those walls is a reasonable suggestion, but it's the jump to Nefertiti (being) behind the door that I would find somehow problematic,"" Dodson said. ""There's absolutely no example of anyone ever doing that to a tomb."" John Darnell, a professor of Egyptology at Yale University, also said it would be ""nicely surprising"" if Nefertiti's tomb lay in a hidden passage behind Tut's tomb. British archeologist Howard Carter discovered Tut's tomb in the Valley of the Kings in 1922 and was ""meticulous"" in documenting what he found, Darnell said. ""I would be very surprised if Carter missed an additional chamber, but again, you always have to question what you think you know; and it's a very intriguing possibility,"" Darnell said, adding that he supported Reeves' research efforts. Already, there's a mummy at the Egyptian Museum in Cairo that has strong DNA evidence of being Tut's mother. DNA testing
also has provided strong evidence suggesting that Tut's father likely was the Pharaoh Akhenaten, the first pharaoh to try switching Egypt to monotheism. The testing also brought a new discovery: that Tut's mother was Akhenaten's sister. Still, some archaeologists like Dodson believe the two were probably cousins and that this DNA result could be the product of three generations of marriages between first cousins ¡X and that Nefertiti, Akhenaten's chief wife, may in fact have been Tut's mother. Many Egyptologists believe there were probably one or two co-pharaohs between Akhenaten and Tutankhamun. Many believe at least one of them may have been Nefertiti. And by finding her tomb, that could provide further insight into a period still largely obscured despite so much interest worldwide in ancient Egypt.
",2
"The Southern Nevada Water Authority this week launched a campaign on television, radio, print and social media themed: ""There's Nothing Sexier Than Saving Water."" The ads were developed by R&R Partners, the firm behind Vegas' most famous tagline: ""What Happens Here, Stays Here."" The new advertisements depict people adjusting watering clocks as members of the opposite sex ogle with lust. It coincides with the new fall restrictions, which through Oct. 31 limits watering to three days a week and prohibits sprinklers during the day and misting systems at businesses. In June, San Francisco officials also unveiled sexy ads, which urged residents to go ""full-frontal"" and take short, steamy showers. Spokesman Scott Huntley said the new Las Vegas campaign was developed over the last year and that Nevada officials were not aware of San Francisco's recent ads. He said the Nevada water agency has for years done two-week long ""compliance"" promotions during the seasonal transitions, using humorous messages to remind users to be complaint. Violators are first given warnings before fines start at $100, exceeding $1,000 for repeat offenders.
The advertising, which cost about $1.6 million annually, is a part of the longstanding effort to plug water conservation in the desert area that has been in drought for years. ""We were the first to the game on this. We've had a tremendous amount of success that's being emulated in other places,"" Huntley said. The previous ""Don't Make Us Ask You Again"" theme was used for eight years in Vegas and featured male-centric slapstick humor because research showed that the typical household water controller was, according to Huntley, a man in his late 20s to 50s. And perhaps as proof that sex sells to everyone, Huntley said the new ads were made to also target expanding demographics, including those who are older and more diverse and female. ""There are certainly things that grab people's attention and humor does it a lot and one of the primary aspects of humor is the sexy humor ¡X that's one of the basics,"" Huntley said.",2
"A controversial new proposal to take Hong Kong's beloved trams off the streets has sparked a wave of anger from residents who fear losing track of the city's past. Known as ""ding-dings"" for the sound of their bells, trams have served the northern coastline of the city's main island for more than 110 years and still carry around 200,000 passengers a day. As development changes the face of the city, sweeping away many of its historic landmarks, trams have survived in the face of growing competition from buses and the modern MTR metro system.
But a recent proposal to scrap part of the network has renewed fears that this unique piece of heritage is also under threat. Thousands signed petitions against the suggestion that the tram service should be removed from the main financial district of Central. The proposal was put forward to the government's official town planning body by consultant Sit Kwok-keung, a former planner, who argues that it is too slow, blocks traffic and is unnecessary as the MTR expands. The retired civil servant said putting the idea forward for debate is his ""right and responsibility"". ""The tramway takes up a significant portion
of the road. Its efficiency is rather low... I am trying to make Hong Kong transportation more efficient,"" he said. The planning body will discuss the proposal in October, but the Hong Kong government has sought to reassure the traveling public by saying it had no plans to remove the trams. With 163 cars, Hong Kong's tram network is the world's largest fleet of double-deck tramcars still in operation, charging a flat rate of just HK$2.30 (30 US cents) for adults to ride the 120-stop system. Many residents of the city of seven million are increasingly focused on preserving its past, as economic development takes a toll on Hong Kong's transport heritage.",2
"The architects of the European Union set out decades ago to create an alliance free of national obstacles to the movement of people and the products of their labor. No customs checks or passport control would be necessary when crossing the internal borders. The absence of tariffs on goods or barriers to employment was supposed to foster competition, efficiency and innovation. The economic powerhouse that was supposed to arise was expected to share the wealth with the less fortunate, viewing the plight of refugees and asylum-seekers as its moral obligation to alleviate. But the blueprint for a borderless Europe emerged 30 years ago, before mass-scale terrorism became an ever-present danger and civil wars in Africa and the Middle East spurred migration of historic proportions. On a continent now guided more by security concerns than altruism, the viability of open borders is being questioned by leaders and citizens alike. And the disparate attitudes toward migrants among the 28 states in the EU is inflicting social discord and shaking faith in some of its fundamental commitments. Here is a look at the causes of Europe's
migration crisis, the patchwork of rules and practices for granting asylum and the alliance frictions resulting from this summer's historic tide of desperation: Q: Why has the volume of refugees risen so dramatically in the past few years? A: The number fleeing war and persecution hasn't been greater since World War II, the U.N. Office of the High Commissioner for Refugees reported at the end of 2014. More than 60 million people have been displaced by conflicts in Syria, Afghanistan, Iraq, Libya, Yemen, Ukraine and elsewhere, and the violence is expected to drive hundreds of thousands more to seek asylum this year and next. Refugees from the civil war in Syria, in its fifth year, constitute the largest share of the displaced, and together with Afghans and Somalis, both still in the throes of sectarian conflict, they comprise more than half of the new refugees counted last year. Q: Where do most of those fleeing conflict seek refuge? A: Neighboring Turkey, Lebanon and Jordan were the main recipients of the Syrian exodus until this spring, when warm temperatures and calm waters lured thousands each day to take to the Mediterranean Sea in overcrowded boats headed for the promise of stability and a better life in Europe. More than 500,000 have reached EU territory this year, mostly through southern countries that are reeling under the burden to care for them. The U.N. says more than 2,600 migrants have died this spring and summer attempting the perilous journey ¡X many of them drowning when unseaworthy vessels capsized or suffocating in packed holds of ships and cargo containers. Q: What happens to the migrants when they reach Europe? A: Most EU countries are part of the Schengen Area, the virtually borderless land mass that is home to 400 million and was created by a 1985 treaty named for the village in Luxembourg where it was signed. The free-movement zone includes 22 EU states plus Iceland, Liechtenstein, Norway and Switzerland. The Schengen treaty was supplemented in 1990 with the Dublin Rules, which require those seeking asylum to register in the country where they first cross into Schengen territory and are then free to travel within it. However, the countries of the alliance have never agreed on what foreign conflicts qualify fleeing citizens for EU asylum. Nor has there been a common policy developed on what conditions should be created for those appealing for refuge. That has led to the migration free-for-all currently afflicting Europe. Many of the migrants arriving in Greece and Italy decline to make their asylum requests in countries that herd the arrivals in squalid camps and offer little prospect of being permitted to settle and find work. Instead, they try to make their way to Germany, Austria or Scandinavia, where the vast majority of war refugees
receive good care. Q: Which countries are most responsive to the migrants' plight? A: Germany, Europe's largest and wealthiest state, has taken the lead in welcoming migrants leaving Syria and other dangerous venues. Nearly 550,000 have flooded its reception centers this year, and 800,000 are expected by year's end. Less hospitable EU members, such as Hungary and the Czech Republic, have criticized German Chancellor Angela Merkel for spurring the refugee crisis inundating the continent by offering benefits few other states can afford to provide. She threw the reproach back at her critics, saying Germany's open door should come as ""no surprise given the situation in Syria"" and should be emulated by all EU countries. While Germany has taken in the most migrants, Sweden has welcomed far more as a percentage of its size, with 230,000 arrivals adding more than 2 percent to its population. But the internal EU frictions emanate more from the economic inequities of the member countries. Spain, for example, where one in four adults is unemployed, in principle has rejected proposals for mandatory refugee quotas and in practice has taken in the smallest number relative to its population ¡X 45 per 100,000 citizens compared with Sweden's 2,359 per 100,000.",2
"There's a light at the end of the tunnel ¡X and it's a subway train, finally pulling into New York City's first new station in more than two decades.
Almost two years after its initial promised opening date, a subway stop at 34th street and 11th Avenue is ready for business, adding a new transit option to a part of the city experiencing a construction boom and drawing new visitors to the High Line, the repurposed elevated railway that is now a popular park.
The station on Manhattan's far west side extends the No. 7 train 1 1/2 miles past its current last stop in Times Square, and it's the first station added to the system since 1989. Service is scheduled to start following a ribbon-cutting ceremony. The station will serve the new Hudson Yards project ¡X about 17 million square feet of office, residential and hotel space being built where only rail yards used to be. Transit officials point out it's the only subway line serving the area west of Ninth Avenue below 59th Street. ""It is the centerpiece toward redeveloping the far west side,"" said Metropolitan Transportation Authority spokesman Kevin Ortiz.Construction on the $2.4 billion project, financed by the city, started in 2007 under Mayor Michael Bloomberg and was initially projected to be completed by December 2013, but officials pushed that back several times. Ortiz said the delays stemmed from making sure components like escalators, elevators and some communications systems were in place and running properly. The station is the first in the system to have elevators that travel on an incline like escalators do, and will also maintain a steady temperature of between 72 and 78 degrees on platforms no matter the outside weather. The station is airy, with a multi-hued mosaic on its ceiling and shiny metal railings leading to the platform level. The 7 line extension is one of three major transportation projects the MTA has been working on. The East Side Access project, slated for completion in December 2022, is bringing new tunnels to Manhattan and Queens and a new concourse underneath Grand Central Terminal. The Second Avenue Subway is bringing a new line along Manhattan's far east side, with the first segment from 96th street to 63rd street expected to be complete in December 2016.",2
"Madeline Stuart is a beautiful, bubbly red head who at 18 is already a professional model with a handbag named after her. What is remarkable is that she has Down's Syndrome. Born and bred in Australia, she flew 28 hours across the world to take part in New York fashion week, where she will tread the runway twice -- in couture and resort wear. She is not the first Down's model to walk in New York but her mother celebrates her inclusion as a sign that the stiff, intimidating world of fashion is slowly opening up to more diverse women. ""Madeline is very excited,"" her mother Rosanne Stuart said at rehearsals for the show at Vanderbilt Hall, Grand Central Station -- one of Manhattan's best-loved landmarks. Madeline's career took off when Stuart uploaded photographs of her in May to Facebook, where they quickly went viral.
Within a week, she had 20,000 followers. Today, her Facebook page has been liked by nearly half a million people. The Stuarts head next to the West Coast, where Madeline will collect a prize as model of the year. There are further plans to visit Sweden and even Russia, and she has been nominated for awards in Australia. It's a far cry from the discrimination Rosanne recalls when Madeline was born, being abused in the park and the isolation of living with disability. ""I think people are a lot more open now,"" she said. ""Social media has brought everything to the forefront. Things aren't hidden anymore."" If just one parent of a Down's child believes her kid can have a great life as a result of Madeline's example, she will feel happy, Stuart said.",2
"Long-standing barriers fell at this year¡¦s Emmy Awards as Viola Davis became the first non-white actress to claim top drama series acting honors.
An emotional Davis, who won for her portrayal of a ruthless lawyer in ""How to Get Away With Murder,"" invoked the words and spirit of 19th-century African-American abolitionist Harriet Tubman. ""I can't seem to get over that line,"" she quoted Tubman as saying. ""The only thing that separates women of color from anyone else is opportunity,"" Davis added. ""You cannot win Emmys with roles that are simply not there."" ""Empire"" star Tariji P. Henson, another black nominee in the category, stood and applauded Davis' win. Other African-American actresses who prevailed at the show were Uzo Aduba and Regina King, who won for supporting performances.",2
