,Catagory,Content,Similar_Label
338,Sports,"Euro 2024 hosting candidates Germany and Turkey have been told that they must meet specific criteria for human and labor rights and anticorruption measures for their bids to be considered.???The protection of human rights and labor rights is of the utmost importance for UEFA,??? UEFA president Aleksander Ceferin said in a statement published by the European soccer body. ???It was imperative for us to introduce specific articles on the respect and protection of human rights in the bidding requirements for all of our competitions.??????From now on, bidding nations will have to adhere strictly to these articles in the framework of the organization of all our tournaments and finals,??? Ceferin said.UEFA said that the criteria were based on UN principles on business and human rights and other UN conventions.???Furthermore, criteria regarding compliance and anticorruption measures have also been included as requirements,??? UEFA said.The German and Turkish federations, the only candidates to host the event, were given detailed explanations of the requirements at a UEFA event on Thursday last week, UEFA said.The two associations have until April next year to submit their bid dossiers and UEFA will choose the hosts the following September.Turkey has never hosted a major senior soccer tournament, while West Germany hosted the 1974 World Cup and 1988 European championship and a reunited Germany the 2006 FIFA World Cup.Turkey unsuccessfully bid to host the Euro 2008 with Greece, and the tournaments in 2012 and last year on its own.It had also intended to bid for Euro 2020 before UEFA spread the tournament among 13 cities across Europe.",1
339,Sports,"Emre Can said that his sensational bicycle-kick that secured Liverpool a crucial 1-0 win over Watford in their Premier League clash on Monday was his best-ever goal.The Germany international ??? who took his tally to five for the season ??? produced his moment of magic in first-half stoppage time.Victory kept Liverpool in third place in the table, but in terms of Champions League qualification it pushed them four points clear of fifth-placed Manchester United, who have a game in hand.The top four qualify for Europe???s premier club competition.???I have never scored a goal like that ??? maybe when I was younger. That is the best goal I???ve ever scored,??? Can told Sky Sports. ???I saw the space and I ran behind and my first thought was that I wanted to head it, then I didn???t think too much, but the most important thing was three points after knowing what happened yesterday. It was a big game for us.??????Everything is in our hands. If we win the three games we are in the Champions League. We are confident. If we perform how we can perform then we can do it,??? he said.Liverpool manager Jurgen Klopp was in awe of what he termed the ???spectacular??? goal.???Emre has played really well in the past few weeks, but he could still play better... However I don???t think he can ever score a better goal than that,??? he told Sky Sports.",1
340,Sports,"Orioles center fielder Adam Jones said he was taunted with racial slurs at Fenway Park during Baltimore???s Major League Baseball game against the Boston Red Sox.Jones, who is black, said someone in the crowd threw a bag of peanuts at him on Monday night.He said he had been the subject of racist heckling in Boston???s ballpark before, but this was one of the worst cases of fan abuse he had heard in his 12-year career, USA Today reporterd.The five-time All-Star said he was ???called the N-word a handful of times??? in quotes reported by USA Today and the Boston Globe.???It???s unfortunate that people need to resort to those type of epithets to degrade another human being,??? Jones said.USA Today reported that Red Sox officials confirmed that a fan threw a bag of peanuts at Jones and was ejected from the stadium.???It???s pathetic,??? Jones said. ???It???s called a coward. What they need to do is that instead of kicking them out of the stadium, they need to fine them 10 grand [US$10,000], 20 grand, 30 grand. Something that really hurts somebody.???The Orioles??? 5-2 victory marked the latest testy game between the American League East rivals this season, including a fight in Baltimore last month.In the teams??? previous meeting at Camden Yards, Boston reliever Matt Barnes sent a pitch that whizzed behind Manny Machado???s head and hit the slugger???s bat. Barnes was suspended four games and fined.Machado had rankled the Red Sox with a late slide into second baseman Dustin Pedroia???s left leg two days earlier. Pedroia missed a handful of games.Orioles pitcher Dylan Bundy hit Mookie Betts near the left hip with a fastball on Monday night, prompting loud boos.In Miami, Taiwan???s Chen Wei-yin drew praise from manager Don Mattingly after yielding two runs while striking out seven and walking four over six frames in their 4-2 loss to the Tampa Bay Rays.???I thought Wei-yin was good,??? Mattingly told MLB.com. ???Other than that one inning [in the fourth], he stayed aggressive. It???s 2-2 when he comes out of that. At that point, we???re kind of in decent shape.???Additional reporting by staff writer",1
341,World News,"The Australian government yesterday said that it would build a A$5 billion (US$3.76 billion) second international airport in Sydney, ending decades of indecision on the project which private investors deemed too risky and expensive.The government stepped in after Sydney Airport Holdings declined its right to develop and run the new hub, even though its withdrawal promises to end its airport monopoly in Australia???s biggest city and tourist drawcard.However, the site at Badgery???s Creek is 40km from central Sydney compared with 8 km for the existing airport, and critics question its viability without a rail link to the city. Airlines also warn that fees will need to be low to encourage them to switch.???It???s a burden that the government has the capacity to bear - the burden being not simply the costs, but the risks,??? independent economist Saul Eslake said. ???Nobody really knows what the demand for services at this facility is likely to be.???Australian Prime Minister Malcolm Turnbull said the project would inject more than A$1.9 billion into the economy during the construction phase alone.It is expected to open in late 2026 and boost inbound air passenger numbers to Sydney by about a quarter, or 10 million people per year in the early years.Sydney Airport, which had first right of refusal to build the airport, said earlier yesterday that it would not proceed with the project which it had previously called ???deeply uneconomic.??????The risks associated with the development and operation of the airport are considerable, and that will continue for many decades without commensurate returns for our investors,??? Sydney Airport chief executive Kerrie Mather said at the Macquarie Australia Conference, an economic forum.Sydney Airport will lose its monopoly as a result, but it could benefit from lower-margin domestic traffic migrating to the second airport, allowing it to accept more lucrative international traffic, analysts say.The semi-rural site at Badgery???s Creek on Sydney???s western outskirts was first mooted in 1946 as the limits of the first airport ??? hemmed in by suburbs and the sea in the city???s east ??? became clear.The new airport is initially envisaged as a low-cost hub for mostly domestic flights by airlines like Qantas Airways??? budget arm Jetstar.Sydney Airport has the highest landing fees in Australia.???You need to have it like Stansted, a low-cost operation, an airport that???s designed for those purposes,??? Qantas chief executive Alan Joyce said at the Macquarie event, referring to London???s low-cost hub.While the opposition Labor Party supports a government build, shadow transport spokesman Anthony Albanese said it was ???essential??? for a rail line to be ???up and running from day one???.The government said it is studying railway routes but has not promised a line as part of the initial build.It also flagged its possible sale after construction.???In due course you would expect this infrastructure asset to return to private ownership,??? Australian Infrastructure Minister Paul Fletcher told Sky News television.Turnbull said more details on the project would be provided in next week???s federal budget.",1
342,World News,"The devastated grandmother of a young boy filmed being coached to kill Australians has lashed out at his notorious Islamic State group fighter father for using him as a ???media tool.???Footage surfaced in Australia on Sunday of Australian Khaled Sharrouf grilling his six-year-old son Hamze in Syria about how to murder non-Muslims.It reportedly showed the boy holding guns and a knife and making threats as a voice off-camera asked him, ???How do you kill an Australian????Sharrouf ??? the first Australian to be stripped of his citizenship under anti-terrorism laws ??? made international headlines in 2014 when he posted an image on Twitter of another son holding a severed head.The children???s grandmother, Karen Nettleton, whose daughter left Australia for Syria in 2013 with her young family to join Sharrouf, but has since reportedly died, said she was disgusted to see the latest images.???Everybody out there is going to see it and think he???s a little terrorist. I don???t know how his father could have done it to him. I really don???t understand that,??? she told the Australian Broadcasting Corp (ABC) on Monday evening.???He [Hamze] was the baby out of all of them. I rocked him to sleep, I sang him songs, I took him swimming,??? she said. ???It kills me because I know he???s just a six-year-old little boy. I know what???s he???s like. He???s just being used, I think as some sort of media tool.???Nettleton has been fighting for three years to bring her five grandchildren ??? three boys and two girls ??? back to Australia, and insisted they were not lost to the Islamic State group.???They???re not lost, they???re not gone. They???re just kids, with the right help they will be ok,??? she said.The ABC said the video had been made by Sharrouf ??? once thought killed in a drone strike ??? with the aim of selling it to Australian media, but there were no takers.It was accompanied by a photograph, which showed the boy in front of a strung-up corpse of a man in an orange jumpsuit with a poster round his neck saying he was a traitor, ABC added.Australian Minister of Justice Michael Keenan slammed the ???appalling??? use of a child in extremist propaganda.???The Australian government condemns this truly appalling act of using a child to espouse ISIL???s terrorist messaging,??? he said over the weekend, using an acronym for the Islamic State group.",1
343,World News,"Thailand???s new king yesterday was granted control over five state agencies that oversee royal affairs and security, the latest move by an increasingly assertive monarch to consolidate power.The law detailing the transfers was not made public until it was published late on Monday in the Royal Gazette, meaning lawmakers had voted on the bill in private.That secrecy is in line with the trademark opacity of Thailand???s monarchy, a powerful institution shielded by harsh defamation laws that for decades have landed critics behind bars.The five agencies transferred to King Maha Vajiralongkorn???s control include two major administrative departments ??? the Royal Household Bureau and the Office of His Majesty???s Principal Private Secretary ??? plus three palace security agencies.All were previously under government or military control.???[These] are agencies that handle work related to His Majesty the King and royal family members??? business, and they need to follow traditional procedures,??? said the law, which took effect yesterday. ???The work is different than other departments so it is suitable to set up new agencies under His Majesty???s custody.???Vajiralongkorn, 64, ascended the throne after death in October last year of his father Bhumibol Adulyadej. It was the country???s first royal succession in 70 years, stirring anxiety among powerbrokers about how a new monarch might restructure relations between the palace and figures in military and government.Vajiralongkorn has yet to attain his father???s level of popularity and his approach to the crown is still largely a mystery. Yet the new king has taken a number of assertive moves in recent months to expand his influence.Vajiralongkorn has sacked a number of powerful palace officials from his father???s era. Some were publicly accused of ???evil deeds??? and paraded in front of the media with their heads shaved.",1
344,World News,"A 12-year-old girl was barred from a Malaysian chess tournament over her ???seductive??? dress, her coach has said, igniting public outrage against the organizers of the competition.The Malaysian Chess Federation yesterday said it would investigate and denied that religious sensitivities had prompted the decision to exclude the young player, as it seeks to curb the public backlash.In a widely shared Facebook post, trainer Kaushal Khandhar said his pupil felt ???harassed and humiliated??? after being forced to withdraw in the middle of the National Scholastic Chess Championship on April 14. The girl had been told her knee-length dress was ???seductive and a temptation from a certain angle far, far away,??? he said in the post on Thursday last week, demanding an apology from the organizers.His remarks sparked a flurry of furious responses on social media, with commenters expressing indignation at the incident and questioning how organizers could have deemed the clothing inappropriate.???I am shocked and disturbed that her dress is a problem,??? said Sieh Kok Chi, former secretary-general of the Olympic Council of Malaysia. ???She is just 12 years old. No one has the right to impose self-made rules. The chess officials should resign.???Federation executive secretary Nik Hishamuddin Nik Mustapa said that the dress code had been implemented because the competition was played in a public school, which has a stricter dress code.",1
345,World News,"Traditional May 1 union marches turned violent in France on Monday and presidential election frontrunner Emmanuel Macron attacked far-right rival Marine Le Pen, highlighting the divisions six days before the runoff.Six police officers were hurt in clashes in Paris between masked youths throwing Molotov cocktails and riot police who responded with tear gas, as tens of thousands of union protesters took to the streets for May Day demonstrations.One riot police officer was engulfed in flames, an Agence France-Presse photographer saw.French Minister of the Interior Matthias Fekl condemned the violence and said one officer was seriously burned on the hand, while another had serious burns to the face, without saying which was the officer in the photograph.Reacting to the scenes, far-right presidential candidate Le Pen tweeted: ???This is the sort of mess ... that I no longer want to see on our streets.???In a feisty speech, Macron told thousands of his supporters he would defend ???free democracy??? if voters choose him on Sunday after Le Pen had urged voters to reject ???the world of finance, of arrogance, of money as king??? she said her opponent embodied.The traditional union-led marches underlined the conspicuous absence of the united front shown in 2002, when Le Pen???s father, Jean-Marie, shocked the nation by reaching the run-off.On this day 15 years ago, about 1.3 million people, including 400,000 in Paris, took to the streets of France in union-led demonstrations to protest against the founder of the National Front (FN).That show of force, coupled with a political closing of ranks, helped the center-right???s Jacques Chirac inflict a crushing defeat on Le Pen senior.This time, with left-wing candidates eliminated in the first round, the left is deeply divided over the choice between Le Pen???s 48-year-old daughter and Macron, a 39-year-old former investment banker.In Paris???s Place de la Republique, 28-year-old teacher Camille Delaye held a placard that read: ???Abstention is a political act??? ??? meaning he is so disgusted by both candidates, he will not vote on Sunday.However, Nastassja Naguszewski, 28, who works in local government, said: ???You have to put [Marine] Le Pen as low as possible. One of them is a candidate who will uphold republican values and one is not.???Two unions, the CFDT and Unsa, have called for their members to back Macron.However, while three other more left-wing unions including the biggest, the CGT, have called for demonstrations against Marine Le Pen???s vision of French identity, they have stopped short of backing Macron whose economically liberal outlook worries many members.Some militants have formed a movement they have called ???Social Front??? to block both candidates.CGT leader Philippe Martinez said he ???deeply disagreed??? with that approach, arguing that Le Pen and Macron ???are not the same thing.??????The National Front is a racist, xenophobic party that is anti-women and anti-workers because it is also an economically liberal party,??? he said.Marine Le Pen hit back that the unions ???are not defending workers??? interests, they are looking after their own interests.???Macron is currently favorite to become France???s youngest ever president, leading Le Pen by 19 points in the polls, but she has shown she is an effective campaigner.Speaking at a convention center in northern Paris, Macron said his rival ???had fed off worry and hate for years.???",1
346,World News,"Aides of French far-right presidential candidate Marine Le Pen yesterday brushed off criticism of her use of phrases lifted straight from a speech by conservative rival Francois Fillon in her May Day address to supporters.Florian Philippot, deputy leader of Le Pen???s anti-EU National Front  party, said the party ???completely owned up??? to the fact that the speech resembled one by Fillon a month ago ??? similarities that were mocked by her opponents on social media overnight.Philippot told Radio Classique that Le Pen???s speech was a ???nod-and-a-wink??? to Fillon???s earlier discourse in order to ???launch a real debate??? concerning French identity.French newspapers and media all highlighted the similarities between Le Pen???s speech at her rally on Monday and one by Fillon given on April 15 before he was knocked out of the presidential contest.In a speech to her supporters at a rally north of Paris on Monday, Le Pen ??? who faces centrist frontrunner Emmanuel Macron in a run-off vote on Sunday ??? spoke of France???s long and proud history and the nation???s roots in Western Europe.Le Pen mentioned France???s ???three maritime borders??? with the English Channel, North Sea and the Atlantic. That same phrase of France???s ???three maritime borders??? with the English Channel, North Sea and the Atlantic was also used by Fillon on April 15.Le Pen also described France???s borders and ties with ???Italy, our sister??? ??? again a phrase used in Fillon???s April 15 speech.Le Pen also evoked a quote from early 20th-century French prime minister Georges Clemenceau, who said: ???Once a soldier of God, and now a soldier of Liberty, France will always be the soldier of the ideal.???That Clemenceau quotation was also used, word-for-word, by Fillon at his rally.Le Pen???s campaign manager, David Rachline, also played down plagiarism accusations, painting her speech as a form of tribute to Fillon.The reference ???was appreciated, including by all of Mr Fillon???s supporters,??? Rachline told France 2 television.",1
347,World News,"German Chancellor Angela Merkel yesterday was scheduled to meet Russian President Vladimir Putin in the Black Sea resort of Sochi on her first visit to Russia since 2015, in a signal of renewed dialogue as deep strains remain over Ukraine.The Russian and German leaders have scaled back links as Moscow???s ties with the EU plunged to a post-Cold War low over the crisis in Ukraine.Berlin has said the meeting will ???above all??? focus on the upcoming G20 summit in Hamburg, Germany, in July and no major breakthroughs are expected on bridging the deep rifts between the two sides.Merkel has strongly backed EU sanctions on Russia for seizing Crimea from Ukraine in 2014 and supporting the pro-Kremlin separatist insurgency in the east of the country.Moscow has responded with an embargo on agricultural products from the West, and a European-brokered peace plan to end the conflict has hit a dead end.In her first official visit to Russia last week, EU High Representative for Foreign Affairs and Security Policy Federica Mogherini insisted that cooperation between the two sides was ???not frozen,??? but said that progress was hampered by profound disagreements on subjects including Ukraine and Syria.Merkel???s visit to Russia comes after Putin called for the countries??? relations ???to fully normalize,??? while meeting German Foreign Minister Sigmar Gabriel in March.Merkel last visited Russia in May 2015, when she met Putin in Moscow but, like most Western leaders, snubbed a Red Square parade for the 70th anniversary of World War II victory.The German leader has been the main mediator with Putin over the crisis in Ukraine. She is a key proponent of keeping sanctions on Moscow in place until a stalled peace plan to end the conflict in Europe???s backyard is fulfilled.Merkel and Putin have taken part in a number of four-way meetings, most recently in October, with Ukrainian President Petro Poroshenko and French President Francois Hollande aimed at implementing the plan the four countries hammered out in February 2015.Last month, Merkel and Putin took part in a four-way phone conversation with Poroshenko and Hollande, agreeing to step up implementation of the peace deal.???There are two topics that weigh down relations ... the annexation of Crimea contrary to international law and then the destabilization of eastern Ukraine by pro-Russian separatists,??? Merkel spokesman Steffen Seibert told reporters ahead of the visit.Kiev and the West accuse Moscow of giving military support to the rebels in eastern Ukraine, a charge it denies.Seibert called this ???a difficult context that one cannot ignore,??? but added that ???our intention is to try to integrate Russia into constructive agreements.???Both sides have also said the talks will cover the conflict in Syria, where Putin???s military backing for Syrian President Bashar al-Assad has set him at odds with the West.The Kremlin added that the visit would be an opportunity ???to discuss the current state and prospects of bilateral relations???.The G20 is now the only format for Russia to meet the other major international powers after its exclusion from the G8, now the G7.At the G20 summit, Putin is expected to meet US President Donald Trump. Immediately after meeting Merkel the Kremlin strongman is set to hold his third phone call with Trump.",1
348,World News,"Perched spectacularly 2,000m up on a snowcapped peak in Ukraine???s Carpathian Mountains, the Bilyi Slon observatory has stood empty and battered by the elements for about seven decades.Abandoned only a year after it was built in what was then Poland due to the outbreak of World War II, it became a carcass of thick sandstone walls and missing windows that looked more like a ruined castle than a scientific outpost.Now, with efforts under way to raise about US$1 million in funding, scientists aim to restore the wreck and transform it into a learning center for young researchers studying wildlife, plants and weather patterns.???There was no roof; all the floors were warped,??? local mountain rescuer Vasyl Fitsak, part of a small crew stationed there, said, as icy winds swirled outside. ???There were piles of bricks, stones and trash that hikers left here for years. Some piles reached 2m in height.???Work on rebuilding the observatory ??? nicknamed Bilyi Slon (White Elephant) by locals because of how it looks when covered in snow ??? started in 2012. Scientists hope that significant progress on the restoration will be made by next year, when the observatory marks its 80th anniversary.So far, the copper roof has been restored and debris cleared from much of the building. However, tough conditions mean that progress has been slow and there remains a lot to be done.Snowstorms and freezing temperatures mean that work can only go ahead six months of the year and no more than 10 construction workers can stay at any one time because of the cramped conditions.The observatory, which sits on the Pip Ivan peak, the second highest in the Chornogora mountain range, is a six-hour hike from the nearest town. In summer the only road for transporting up building materials becomes an impassable bog.The observatory???s location has not only proved inhospitable due to the dreadful weather. It has also been buffeted by the hurricane of history that has blown through this blood-soaked region in eastern Europe.Completed in 1938 on what was then the Polish-Czechoslovak border, the five-story observatory was equipped with a modern telescope and served as a base for Polish military meteorologists.However, after just one year, the scientists hurriedly packed up their equipment and fled as Soviet troops seized the area under a pact with Nazi Germany to divide Poland.The observatory then fell under Nazi control after Hitler???s invasion of the USSR and was used as a barracks until it was recaptured by Moscow???s forces in 1944.It remains unclear why the Soviet troops did not restore the facility, which ended up serving as a shelter for the few hardy hikers who made it up to the summit.Given its tumultuous history, the observatory never had the chance to fulfil its initial purpose as an astronomical observatory. Those behind the project ??? which has received its first tranche of funding from Poland???s culture ministry ??? said that conditions mean it is unlikely to be used for serious stargazing in the future.Curator Igor Tsependa said that the spot only enjoys about 60 cloudless days a year, while world-class observatories usually get as many as 330 clear days annually.Instead Tsependa, a university rector in the Ukrainian city of Ivano-Frankivsk, hopes it will become a hub for studying local flora and fauna, as well as conducting weather studies.",1
349,World News,"Thai immigration authorities said the heir to the Red Bull energy drink fortune who is wanted on deadly hit-and-run charges flew to Singapore two days before he was due to appear before prosecutors.Airport authorities in Singapore yesterday confirmed his private plane is still there.When he left Bangkok, Vorayuth ???Boss??? Yoovidhya, 32, was not a fugitive, but on Friday, authorities issued an arrest warrant and notified Interpol that he is wanted on charges of causing death by reckless driving and hit and run.Thai police said they do not know if he has left Singapore, and Thailand???s foreign minister said he has not revoked Vorayuth???s passport, which means he could still travel elsewhere internationally.The arrest warrant came almost five years after Vorayuth allegedly left a motorcycle police officer dead after crashing into him with his Ferrari. His family, half-owners of the Red Bull empire, has an estimated wealth of more than US$20 billion.Thai Immigration Bureau Lieutenant General Nathatorn Prousoontor said that Vorayuth left Thailand at 3pm on a private jet on Tuesday last week.He left just weeks after an Associated Press investigation found he had been enjoying his family???s jet-set life ever since the 2012 accident and days before he was due in court.When approached a few weeks ago outside a family-owned home in London, Vorayuth refused to comment. Earlier this year AP watched him and his family enjoying a US$1,000-a-night vacation in Laos, and saw social media postings of him snowboarding in Japan, attending Grand Prix races with Red Bull and visiting beach resorts in Southeast Asia.All that time he has been repeatedly telling prosecutors, through his attorney, that he was sick or out of the country on business when called in to face charges.Nathatorn said Vorayuth was allowed to fly out last week because the trip came before the arrest warrant was issued.???The prosecutors are handling the case and there was no request to ban his traveling to us,??? he said. ???We only have been informed that the arrest warrant was issued on Friday, April 28, which is after he had left the country.???Although Singapore has no extradition agreement with Thailand, Interpol officials said police informally can arrange through other means to apprehend him there.Singapore police did not respond with comment immediately.Friends and family postings on social media show Vorayuth has been in Singapore every year since the accident, often at Formula 1 races, but also celebrating family birthdays and holidays.",1
350,World News,"The risk of extremist attacks in Switzerland remains elevated, the Swiss spy agency said yesterday, and more attacks by the Islamic State (IS) militant group and its sympathizers were expected across Europe.???In Switzerland, the terrorist threat remains at a heightened level,??? the Federal Intelligence Service (FIS) said in its annual assessment of risks faced by the nation.???The most likely terrorist threat in Europe and thus also in Switzerland will continue to come from jihad-motivated terrorism,??? it said. ???Further attacks must be expected.???The assessment was released as Europe still comes to terms with attacks in London and Paris linked to Islamist extremism.The agency said the greatest danger was that individuals or small groups inspired by Islamic State would carry out attacks in Switzerland or use it as a base to plot other attacks.FIS said it had identified more than 500 Internet users with Swiss connections who were using social media to spread extremist ideas.Concerns about extremism and potential attacks led to Swiss voters last year backing a law extending the national spy service???s authority to monitor Internet traffic, deploy drones and hack foreign computer systems.Switzerland has so far not been targeted directly in an Islamist attack, but it has had several links to attacks elsewhere in Europe last year.Two men who took hostages and killed a priest in northern France in July last year had traveled via airports in Geneva and Zurich.Another man who killed at least 12 people when he drove a truck into a crowded Berlin Christmas market had also visited Switzerland and might also have obtained a gun there.???It is not yet clear whether these links to Switzerland played any role in the attack,??? the FIS report said.With no indication the fight against Islamic State was coming to a close, there ???remains the considerable risk that the aggressive battle for the survival of the caliphate, fought using every means at their disposal, will increasingly be carried to Europe,??? the FIS report said.",1
351,World News,"Venezuelan President Nicolas Maduro called for a new constitution on Monday as he fights to quell a crisis that has led to more than one month of protests against him and deadly street violence.The opposition immediately rejected the idea because the body drafting the new charter would not be the result of a popular election, but rather be composed of workers and farmers.Maduro???s announcement, to thousands of supporters in Caracas marking May Day, came as security forces sprayed tear gas and water cannons at anti-government demonstrators elsewhere in the capital.It was likely to sharpen international concerns over Venezuela???s adherence to democracy and fears it was slipping over a precipice to civil conflict.The opposition slammed the tactic as a ???coup d???etat??? and urged protesters to ???block the streets??? from yesterday.It said it was organizing a ???mega protest??? for today.???People, into the streets! You must disobey such lunacy!??? opposition leader Henrique Capriles said on Twitter.The leader of the nation???s opposition-held Congress, Julio Borges, said: ???What Maduro is proposing in his desperation is that Venezuela never again manages to have direct, free and democratic voting.???Maduro said he was invoking his power to create a 500-member constituent assembly representing a ???working-class base??? and local councils to rewrite the constitution ??? cutting out the Congress.The decree was needed to ???block the fascist coup??? he said threatened the country, repeating terms portraying his socialist government as the victim of a US-led capitalist conspiracy.The new constitution-writing entity would be ???a citizen???s constituent body, not from political parties ??? a people???s constituent body,??? he said.Maduro???s move mirrored that of former Venezuelan president Hugo Chavez, who in 1999 had a 131-member constituent assembly of various representatives draw up Venezuela???s constitution. The text was overwhelmingly passed by a referendum.However, the charismatic Chavez enjoyed enthusiastic public support. Maduro, in contrast, is disapproved of by seven in 10 Venezuelans, according to pollsters Venebarometro.Anti-Maduro antipathy was evident on the streets on Monday. Riot police officers clashed with hundreds of protesters, some throwing stones, who tried to break through security barriers to the National Electoral Council building.Opposition leaders have vowed no letup in their protests demanding early elections to get rid of Maduro, whose term ends late next year.They blame him for an economic crisis that has caused shortages of food and medicine.Clashes between protesters and riot police left 28 people dead last month, according to prosecutors.A lawmaker was injured in the head in Caracas, photographs published online by his supporters showed. Similar protests took place in other towns across the country.Analysts said street rallies are one of the few means the opposition has left of pressuring Maduro.The president???s demand for a new constitution was a way of running out the clock on demands for elections, they said.The violence and political spiral in Venezuela is increasingly unsettling other countries and regional blocs.Pope Francis has offered to have the Vatican mediate, but was rebuffed by the opposition, which walked away from a previous attempt at dialogue in December last year when the government did not free political prisoners or set early elections as demanded.",1
352,World News,"Tens of thousands of people across the US peacefully chanted, picketed and protested on Monday against US President Donald Trump???s immigration and labor policies on May Day, despite a small pocket of violent unrest in the northwest.Peaceful protesters flocked to the streets in Chicago.At the White House gates, they shouted: ???Donald Trump has got to go.???However, police shut down a protest in Portland, Oregon, that they said had become a riot, after marchers began throwing smoke bombs and other items at officers.Police said they made more than two dozen arrests as a group of anarchists wearing black bandanas and ski masks grew unruly, reportedly breaking windows of businesses, setting fires on downtown streets and damaging a police vehicle.Five people in Seattle were arrested, one for hurling a rock as pro and anti-Trump demonstrators faced off.In the Washington State capital of Olympia, police ordered protesters to disperse, calling them ???members of a mob??? as some threw bottles, used pepper spray and fired marbles from slingshots at officers.Objects struck nine officers and nine people were arrested, Olympia Police Chief Ronnie Roberts said.In Oakland, California, at least four protesters were arrested after creating a human chain to block a county building where demonstrators demanded that county law enforcement refuse to collaborate with federal immigration agents.Despite the west coast clashes, most nationwide protests were peaceful, as immigrants, union members and their allies staged a series of strikes, boycotts and marches to highlight the contributions of immigrants in the US.Trump, in his first 100 days, has intensified immigration enforcement, including executive orders for a wall along the US-Mexico border and a ban on travelers from six predominantly Muslim countries.Teachers working without contracts opened the day by picketing outside schools in Philadelphia and Pittsburgh. Advocates in Phoenix petitioned state legislators to support immigrant families.Thousands of union members and advocates marched in the shadow of some of the biggest resorts on the Las Vegas Strip, including a hotel that bears the president???s name.In a Los Angeles park, several thousand people waved US flags and signs reading ???love not hate.???The White House did not respond to requests for a response to the May Day demonstrations.In Providence, Rhode Island, about the same number of people gathered at Burnside Park before a two-hour protest that touched on deportation, profiling and wage theft.In Oakland at a later march, more than 1,000 people marched peacefully representing labor groups along with Mexican, Vietnamese, Chinese, Filipino and other immigrants.While union members traditionally march on May 1 for workers??? rights around the world, the day has become a rallying point for immigrants in the US since massive demonstrations were held on the date in 2006 against a proposed immigration enforcement bill.In recent years, immigrant rights protests shrank as groups diverged and shifted their focus on voter registration and lobbying. Larger crowds returned this year, prompted by Trump???s ascension to the presidency.Several protesters, such as Mario Quintero, 39, outed themselves as being in the country illegally to help make their point.???I???m an undocumented immigrant, so I suffer in my own experience with my family,??? said Quintero at a Lansing, Michigan, rally. ???That???s why I am here, to support not only myself but my entire community.???",1
353,World News,"US President Donald Trump???s administration on Monday took aim at two signature programs of former US first lady Michelle Obama, rolling back her efforts to promote healthy school lunches and potentially rebranding her program to educate adolescent girls abroad.US Secretary of Agriculture Sonny Perdue announced that school meals would no longer have to meet some requirements connected with Obama???s initiative to combat childhood obesity by overhauling the nation???s school menus.The nutrition regulations were part of the Healthy, Hunger-Free Kids Act of 2010 and were advocated by Obama???s ???Let???s Move??? campaign. For the past five years, US schools have been required to reduce the amount of calories, fat and sodium in their cafeterias and increase offerings of whole grains, fruits and vegetables, and nonfat milk to the about 32 million students who receive federally subsidized meals.Beginning next school year, schools can request an exemption from the whole grain requirements and delay the sodium mandate.They would also be able to serve 1 percent flavored milk instead of nonfat.Perdue said the Obama-era rules had resulted in increased costs for school districts and declining participation in the federal school lunch program.He said relaxing the rules was part of the administration???s effort to ???make school meals great again.??????If kids aren???t eating the food, and it???s ending up in the trash, they aren???t getting any nutrition ??? thus undermining the intent of the program,??? said Perdue, who announced the changes with a signed proclamation on Monday after having lunch with students at Catoctin Elementary School in Leesburg, Virginia.Perdue, a former governor of Georgia, was confirmed in his role last week.Since schools began complying with the nutrition standards in 2012, many have complained that they are too stringent and costly.The new rules were projected to cost US$3.2 billion over five years, but Perdue said they had cost states an additional US$1.22 billion in the 2015 fiscal year alone.The US Congress has allowed states to apply for waivers if they cannot meet certain standards.Trump???s administration also indicated on Monday that it was eyeing another program that Obama promoted.It was not clear how serious the administration was about targeting the program, Let Girls Learn, which was spearheaded by former US president Barack Obama and Michelle Obama in 2015 to increase educational opportunities for adolescent girls who face physical danger and other obstacles to going to school.In a letter circulated internally this week, a Peace Corps official said the initiative would no longer use the Let Girls Learn brand or operate as a discrete program, according to people familiar with the document, which was first reported by CNN.A senior Trump administration official said there was no plan to end or even rebrand the program, calling the letter a result of an unauthorized and erroneous decision by a career government employee.When US Secretary of State Rex Tillerson???s staff learned of the memo on Monday, they insisted that it be reviewed, said the official, who discussed private deliberations on the condition of anonymity.Tillerson???s spokesman RC Hammond declined to answer questions, providing only a terse statement that said: ???No changes have been made to the Let Girls Learn program.???",1
